bookID,title,authors,average_rating,isbn13,language_code,num_pages,publication_date,publisher
37191,Mercy Watson to the Rescue,Kate DiCamillo/Chris Van Dusen,4.05,9780763622701,eng,68,2005,Candlewick Press
32961,The House on Mango Street,Sandra Cisneros,3.63,9780739322796,en-US,2,2005,Random House Audio
20800,Conversations with Don DeLillo,Don DeLillo/Thomas DePietro,4.06,9781578067046,en-US,183,2005,University Press of Mississippi
16532,Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,9780553383836,eng,304,2005,Dial Press Trade Paperback
32941,True Story,Bill Maher,3.11,9780743291354,en-US,304,2005,Simon  Schuster
32939,New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,9781594862953,en-US,304,2005,Rodale Books
1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33,9781931082730,eng,1064,2005,Library of America
4642,Hemingway's Cats: An Illustrated Biography,Carlene Fredericka Brennen/Hilary Hemingway,3.82,9781561643424,eng,185,2005,Pineapple Press
16430,City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,9780553587890,en-US,455,2005,Bantam Books
33442,Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,3.75,9780758206824,eng,380,2005,Kensington Publishing Corporation
37330,Hijos de la medianoche,Salman Rushdie/Miguel Sáenz,3.98,9788497934329,spa,798,2005,DeBolsillo
16464,Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,4.21,9780007190683,en-US,727,2005,HarperCollins Publishers
5309,The Life and Times of Scrooge McDuck,Don Rosa,4.67,9780911903966,eng,266,2005,Gemstone Publishing
16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,9780345487667,eng,752,2005,Ballantine Books
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,2.83,9780321209184,eng,792,2005,Longman Publishing Group
4627,For Whom The Bell Tolls,Ernest Hemingway,3.97,9780099481560,en-GB,490,2005,Vintage Classics
16435,Life Expectancy,Dean Koontz,4.01,9780553588248,eng,476,2005,Bantam Books
17043,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,9780321276230,eng,604,2005,Longman Publishing Group
17045,American Government: Continuity and Change  Texas Edition,Karen  O'Connor/Larry J. Sabato,2.83,9780321365606,eng,1088,2005,Longman Publishing Group
21829,Creepers,David Morrell,3.66,9781593153571,en-CA,388,2005,CDS Books
37979,Information Technology for Management: Transforming Organizations in the Digital Economy,Efraim Turban/Dorothy Leidner/James C. Wetherbe/Ephraim McLean/Christy Cheung/Daniel Tse/Maggie Lew,3.93,9780471705222,eng,724,2005,John Wiley & Sons
14026,The Scarlet Gang of Asakusa,Yasunari Kawabata/Alisa Freedman,3.36,9780520241824,eng,181,2005,University of California Press
38710,Super Fast Out of Control,Louis Sachar,3.75,9780747566823,eng,128,2005,Bloomsbury Publishing PLC
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,9782266144346,fre,744,2005,Pocket
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,9780743267748,en-US,64,2005,Simon  Schuster
5743,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,9780553587159,eng,496,2005,Bantam Books
22499,Country of Origin,Don  Lee,3.47,9780393327069,eng,320,2005,W. W. Norton  Company
5759,Fight Club,Chuck Palahniuk,4.19,9780393327342,eng,218,2005,W.W. Norton & Company (NYC)
14495,The Mind Parasites,Colin Wilson,3.77,9780974935997,en-GB,240,2005,Monkfish Book Publishing
32130,Monday Night Class,Stephen Gaskin,3.89,9781570671814,en-US,191,2005,Book Publishing Company
14479,Amelia Bedelia Helps Out,Peggy Parish/Lynn Sweat,4.25,9780060511111,eng,64,2005,Greenwillow Books
35558,The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,4.26,9781579120580,eng,272,2005,Black Dog & Leventhal Publishers
35553,Shout! The Beatles in Their Generation,Philip Norman,4.03,9780743235655,eng,546,2005,Fireside
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,9780972859899,spa,18,2005,FonoLibro
14461,Kitty and the Midnight Hour (Kitty Norville #1),Carrie Vaughn,3.66,9780446616416,eng,259,2005,Grand Central Publishing
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,9788495618771,spa,508,2005,Umbriel
35552,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,4.18,9780060844097,eng,224,2005,It Books
4100,Behind Closed Doors: Secrets of Great Management,Johanna Rothman/Esther Derby,3.96,9780976694021,en-US,176,2005,Pragmatic Bookshelf
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,9780802415318,eng,0,2005,Moody Publishers
14389,Organic Church: Growing Faith Where Life Happens,Neil Cole/Leonard Sweet,3.88,9780787981297,en-US,237,2005,Jossey-Bass
14386,If You Dare (MacCarrick Brothers  #1),Kresley Cole,4.0,9781416503590,eng,349,2005,Pocket Books
35547,The Beatles: 365 Days,Simon Wells,4.18,9780810959118,eng,744,2005,Harry N. Abrams
22586,The Crack in Space,Philip K. Dick,3.46,9781400030064,eng,188,2005,Vintage
14367,Island of the Blue Dolphins,Scott O'Dell/Tantoo Cardinal,3.83,9780307243164,en-US,4,2005,Listening Library (Audio)
35539,The Beatles: The Biography,Bob Spitz,4.15,9780316013314,eng,983,2005,Little Brown
19409,The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,3.56,9780143036241,en-US,96,2005,Penguin
22486,Economic Origins of Dictatorship and Democracy,Daron Acemoğlu/James A. Robinson,3.97,9780521855266,eng,416,2005,Cambridge University Press
38936,Lori's Little Secret (Bravo Family  #15) (Bravo Family Ties Miniseries  #3),Christine Rimmer,3.76,9780373246830,eng,248,2005,Silhouette
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,9781563410901,en-US,288,2005,Firebrand Books
22408,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,9781931882200,en-US,100,2005,Adventures Unlimited Press
38717,The Anthology at the End of the Universe: Leading Science Fiction Authors on Douglas Adams' The Hitchhiker's Guide to the Galaxy,Glenn Yeffeth/Don DeBrandt/Cory Doctorow/Bruce Bethke/Adam Roberts/Lawrence Watt-Evans/Selina Rosen/Mark W. Tiedemann/Jacqueline Carey/Susan Sizemore/Vox Day/Stephen Baxter/A.M. Dellamonica/Marguerite Krause/John Shirley/Adam-Troy Castro/Amy Berner/Maria  Alexander/Marie-Catherine Caillava/Mike Byrne,3.86,9781932100563,eng,240,2005,Smart Pop
5697,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,9781400032921,eng,548,2005,Vintage Classics
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,9781400076857,eng,249,2005,Vintage
22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,9780141011110,en-US,592,2005,Penguin
14731,戰廢品,Ha Jin/季思聰,3.79,9789571343891,zho,392,2005,時報出版
14729,War Trash,Ha Jin,3.79,9781400075799,eng,368,2005,Vintage
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,9781932857191,eng,343,2005,Disinformation Company
22460,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,3.73,9780060843373,en-US,272,2005,Harper
14693,The Sword of Welleran and Other Stories,Lord Dunsany/Sidney H. Sime,4.01,9780486442174,eng,112,2005,Dover Publications
38775,Autobiography of Thomas Jefferson,Thomas Jefferson,3.89,9780486442891,eng,112,2005,Dover Publications
38924,Dirty Little Secrets (Marisela Morales/Dirty #1),Julie Leto,3.58,9781416501626,eng,352,2005,Gallery Books
38803,Laughter and Tears: A Family's Journey to Understanding the Autism Spectrum,Ann Hewetson,4.0,9781843103318,eng,224,2005,Jessica Kingsley Publishers
38827,1599: A Year in the Life of William Shakespeare,James Shapiro,4.09,9780571214808,eng,429,2005,Faber & Faber
14663,When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,3.77,9781569473962,eng,310,2005,Soho Crime
32155,Cook's Illustrated 2005 (Cook's Illustrated Annuals),Cook's Illustrated Magazine,4.57,9780936184920,eng,206,2005,America's Test Kitchen
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,9781585424337,eng,320,2005,Tarcherperigee
14647,Sons (House of Earth  #2),Pearl S. Buck,3.84,9781559210393,eng,320,2005,Moyer Bell and its subsidiaries
5057,The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.95,9780375760945,en-GB,319,2005,Random House Trade
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,9780786016068,eng,383,2005,Pinnacle
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel/Neil Armstrong,3.97,9780802714626,eng,192,2005,Walker Books
19403,The Decline and Fall of the Roman Empire,Edward Gibbon/Hugh Trevor-Roper,3.98,9780753818817,eng,680,2005,Phoenix
39030,Reliquary (Pendergast  #2),Douglas Preston/Lincoln Child,4.01,9780765354952,eng,464,2005,Tor Books
14336,Stranger In A Strange Land,Robert A. Heinlein,3.92,9780340837955,eng,672,2005,Hodder & Stoughton
14089,Prétear  Vol. 4 (Prétear  #4),Junichi Satō/Kaori Naruse,3.96,9781413901474,eng,180,2005,ADV Manga
929,Memoirs of a Geisha,Arthur Golden,4.11,9781400096893,eng,503,2005,Vintage Books USA
14181,Do Androids Dream Of Electric Sheep?,Philip K. Dick,4.08,9780752864303,en-US,224,2005,Orion Paperbacks
35479,Ring of Fire (Ring of Fire Anthology  #1),Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,3.9,9781416509080,eng,722,2005,Baen
39106,Rosa,Nikki Giovanni/Bryan Collier,4.35,9780805071061,en-US,40,2005,Henry Holt and Co. (BYR)
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,9780060554736,en-US,464,2005,It Books
39213,Freedom Riders: John Lewis and Jim Zwerg on the Front Lines of the Civil Rights Movement,Ann Bausum,3.98,9780792241737,eng,80,2005,National Geographic Children's Books
36532,Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,4.02,9780451529947,eng,144,2005,Signet Book
5826,Bel Canto,Ann Patchett,3.93,9780060838720,eng,352,2005,Harper Perennial
14096,Wherever You Go  There You Are: Mindfulness Meditation in Everyday Life,Jon Kabat-Zinn,4.12,9781401307783,eng,304,2005,Hachette Books
14093,Zinn & the Art of Road Bike Maintenance,Lennard Zinn/Todd Telander,4.29,9781931382694,eng,356,2005,VeloPress
31994,鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,9789861156538,zho,188,2005,東立
39099,The Courtesan (The Dark Queen Saga  #2),Susan Carroll,3.9,9780345437976,eng,560,2005,Ballantine Books
22826,Lamu: Urusei Yatsura  3,Rumiko Takahashi,4.08,9788484497288,spa,416,2005,Glénat
17861,The Family Trade (The Merchant Princes  #1),Charles Stross,3.52,9780765348210,eng,308,2005,Tor Fantasy
39302,The Hunted (Vampire Huntress  #3),L.A. Banks,4.14,9780312937720,eng,565,2005,St. Martin's Paperbacks
17862,Toast  and Other Stories,Charles Stross,3.8,9780809556038,eng,247,2005,Cosmos Books (OH)
39303,The Bitten (Vampire Huntress  #4),L.A. Banks,4.24,9780312324087,en-US,435,2005,St. Martin's Griffin
5851,Magic Seeds,V.S. Naipaul,3.13,9780375707278,eng,280,2005,Vintage
14046,The Time Traveler's Wife,Audrey Niffenegger,3.97,9781596921535,eng,518,2005,MacAdam/Cage
880,Pompeii,Robert   Harris,3.82,9780812974614,eng,274,2005,Random House Trade Paperbacks
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,9781591169239,eng,192,2005,VIZ Media LLC
39311,Brand New Justice: How Branding Places and Products Can Help the Developing World,Simon Anholt,3.69,9780750666008,en-US,184,2005,Routledge
32078,Amnesia Moon,Jonathan Lethem,3.49,9780156031547,eng,256,2005,Mariner Books
14196,Jonathan Strange y el señor Norrell,Susanna Clarke/Ana María de la Fuente,3.82,9788478889730,spa,795,2005,Salamandra
14326,Going Native,Stephen Wright,3.58,9781400079421,eng,320,2005,Vintage
5805,V for Vendetta,Alan Moore/David   Lloyd,4.25,9781401207922,eng,296,2005,Vertigo
19399,The Unmasking of Oscar Wilde,Joseph Pearce,4.25,9781586170264,eng,412,2005,Ignatius Press
14318,Chronicles: Volume One,Bob Dylan,3.98,9780743244589,eng,320,2005,Simon  Schuster
22618,The Intelligence of Evil or the Lucidity Pact,Jean Baudrillard/Chris     Turner,3.89,9781845203344,eng,215,2005,Bloomsbury Academic
19384,Candide: or  Optimism,Voltaire/Peter Constantine/Diane Johnson,3.77,9780812972016,eng,144,2005,Modern Library
32110,The Nonesuch,Georgette Heyer,4.04,9780099474388,eng,304,2005,Arrow
14305,The Greenlanders,Jane Smiley,3.9,9781400095469,eng,608,2005,Anchor
32108,The Talisman Ring,Georgette Heyer,4.02,9780099474395,eng,268,2005,Arrow
32107,Sprig Muslin,Georgette Heyer,3.81,9780099476351,eng,268,2005,Arrow
32106,The Convenient Marriage,Georgette Heyer,3.68,9780099474425,eng,272,2005,Arrow
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,9781557046833,eng,144,2005,Newmarket Press
32104,False Colours,Georgette Heyer,3.86,9780099476337,eng,303,2005,Arrow
4050,That Godless Court?: Supreme Court Decisions on Church-State Relationships,Ronald B. Flowers,3.59,9780664228910,en-US,228,2005,Westminster John Knox Press
32103,Lady of Quality,Georgette Heyer,3.88,9780099474463,eng,267,2005,Arrow
14265,Under the Glacier,Halldór Laxness/Magnus Magnusson,3.59,9781400034413,eng,240,2005,Vintage
4043,Godless,Pete Hautman,3.6,9781416908166,eng,208,2005,Simon  Schuster Books for Young Readers
32099,A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,9781400033171,eng,304,2005,Anchor
22724,¿Quién te lo ha contado?,Marian Keyes,3.79,9788497936736,spa,648,2005,DeBolsillo
22725,Une vie de rêve,Marian Keyes,3.69,9782714438133,fre,593,2005,Pocket
14241,The Liars' Club,Mary Karr,3.93,9780143035749,eng,320,2005,Penguin Books
33747,La falsificadora,Jennifer Crusie/Marina Mariasch,3.92,9789500426541,spa,420,2005,Planeta Publishing
931,Memoirs of a Geisha,Arthur Golden,4.11,9780099498186,en-US,497,2005,Vintage
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,3.97,9781421501567,eng,196,2005,VIZ Media LLC
2057,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,9780452286870,eng,205,2005,Plume Books
35921,On Basilisk Station (Honor Harrington  #1),David Weber,4.13,9781416509370,eng,458,2005,Baen Books
38707,A Magic Crystal? (Marvin Redpost),Louis Sachar,3.76,9780747562832,eng,128,2005,Bloomsbury Publishing PLC
38333,Black Hole,Charles Burns,3.84,9780375423802,eng,368,2005,Pantheon
15309,The Laughing Corpse (Anita Blake  Vampire Hunter  #2),Laurell K. Hamilton,4.12,9780425204665,en-US,301,2005,Berkley
15298,The Return of the King (The Lord of the Rings  #3),J.R.R. Tolkien,4.53,9780618574971,en-US,508,2005,Mariner Books
4332,Satan's Tail (Dreamland  #7),Dale Brown/Jim DeFelice,4.0,9780060094416,eng,405,2005,HarperTorch
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,9780393061314,eng,518,2005,W.W. Norton
19528,The Mandarins,Simone de Beauvoir/Leonard M. Friedman,4.14,9780007203949,eng,752,2005,Harper Perennial
15273,The Rough Guide to Australia 7,Margo Daly/David Leffman/Anne Dehne/Chris   Scott,3.93,9781843534754,eng,1256,2005,Rough Guides
19511,Essay on the Freedom of the Will,Arthur Schopenhauer/Konstantin Kolenda,4.15,9780486440118,eng,128,2005,Dover Publications
15232,The Lord of the Rings: A Reader's Companion,Wayne G. Hammond/Christina Scull,4.35,9780618642670,eng,416,2005,Houghton Mifflin Harcourt
22202,Bravo Two Zero,Andy McNab,4.09,9780552153577,eng,416,2005,Corgi
2022,The Frogs,Aristophanes/B.B. Rogers,3.8,9781420926712,en-US,88,2005,Digireads.com
32351,Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,9780142004821,eng,448,2005,Penguin Books
15174,Something Rising,Haven Kimmel,3.61,9780743247771,eng,288,2005,Free Press
38385,The Ring Volume 4 Birthday,Kōji Suzuki/Sakura Mizuki,3.58,9781593072674,eng,160,2005,Dark Horse Manga
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,9781400052585,eng,256,2005,Clarkson Potter
15138,La mujer del viajero en el tiempo,Audrey Niffenegger/Silvia Alemany,3.97,9780307344830,spa,608,2005,Random House Mondadori
15137,The Time Traveler's Wife,Audrey Niffenegger/William Hope/Laurel Lefkow,3.97,9780563504832,eng,5,2005,BBC Audiobooks
33686,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,Robert D. Kaplan,3.92,9780375714337,eng,272,2005,Vintage/Random House (NY)
22235,Stargirl LitPlans on CD,Mary B. Collins,4.86,9781583372920,eng,210,2005,Teacher's Pet Publications
5550,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,9780738206363,en-US,512,2005,Basic Books
19487,City of Glass: The Graphic Novel,Paul Karasik/David Mazzucchelli/Paul Auster/Art Spiegelman,3.93,9780571226337,eng,144,2005,Faber & Faber
15100,Sleep  Pale Sister,Joanne Harris,3.28,9780060787110,en-US,396,2005,William Morrow Paperbacks
38429,The Actor in You: Sixteen Simple Steps to Understanding the Art of Acting,Robert Benedetti,3.65,9780205479801,eng,160,2005,Allyn & Bacon
32396,Henry IV  Part 1,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.83,9780743485043,eng,336,2005,Simon  Schuster
35875,Ghost in the Shell,Masamune Shirow,4.18,9781845760182,en-GB,368,2005,Titan
17384,Amor Y Respeto/love And Respect: El Respeto Que El Desesperadamente Necesita/ The Love She Most Desires And The Respect He Desperately Needs,Emerson Eggerichs,4.18,9781591855101,spa,292,2005,Casa Creacion
32422,Hideaway,Dean Koontz,3.84,9780425203897,eng,413,2005,Berkley
17320,Wind Rider's Oath (War God  #3),David Weber,4.02,9781416508953,eng,570,2005,Baen
35895,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,4.47,9781401204105,eng,224,2005,DC Comics
4382,Fahrenheit 451,Ray Bradbury/Christopher Hurt,3.99,9780786176274,eng,5,2005,Blackstone Audiobooks
21895,The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell/Tom Sellwood,4.25,9780792734758,en-GB,13,2005,Audiogo
1241,A Million Little Pieces,James Frey,3.65,9780307276902,eng,515,2005,Anchor Books
33557,Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,4.5,9781932382723,eng,48,2005,IDW Publishing
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,9780828808392,fre,448,2005,Gallimard
17356,Brevísima historia del tiempo,Stephen Hawking/Leonard Mlodinow/David Jou i Mirabent,4.22,9788484326373,spa,198,2005,Critica (Grijalbo Mondadori)
4364,Maximum City: Bombay Lost and Found,Suketu Mehta,3.93,9780375703409,eng,542,2005,Vintage
38169,Alas  Babylon,Pat Frank,4.08,9780060741877,eng,323,2005,Harper Perennial Modern Classics
4341,Dispatch,Bentley Little,3.62,9780451216779,en-US,386,2005,Signet
21980,Tyrannosaur Canyon,Douglas Preston/Scott Sowers,3.8,9781593977795,eng,12,2005,MacMillan Audio
38211,The Art of Happiness at Work,Dalai Lama XIV/Howard C. Cutler,3.95,9780340831205,eng,224,2005,Hodder Mobius
32419,The Hannibal Lecter Trilogy,Thomas  Harris,4.42,9780434009053,eng,1222,2005,William Heinemann Ltd.
22036,The Godfather,Mario Puzo/Peter Bart/Robert Thompson,4.37,9780451217400,eng,448,2005,New American Library
33574,Hawkes Harbor,S.E. Hinton,3.13,9780765344724,en-US,289,2005,Tor Books
32417,Black Sunday,Thomas  Harris,3.6,9780451217417,eng,311,2005,NAL
22072,The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,9780425204016,eng,256,2005,Berkley
32400,Henry IV  part II,William Shakespeare,3.8,9780141016702,eng,336,2005,Penguin UK
17375,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,4.05,9780465023943,eng,144,2005,Basic Books
38315,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.06,9780812975215,eng,368,2005,Random House Trade Paperbacks
35810,The Night Journey,Kathryn Lasky,3.77,9780142403228,eng,160,2005,Puffin Books
17548,An Old-Fashioned Thanksgiving,Louisa May Alcott/James Bernardin,3.71,9780060004507,eng,32,2005,HarperCollins Publishers
19483,Collected Prose: Autobiographical Writings  True Stories  Critical Essays  Prefaces  and Collaborations with Artists,Paul Auster,4.04,9780312424688,eng,528,2005,Picador
17645,The Penelopiad,Margaret Atwood/Laurel Merlington,3.7,9781841957173,eng,198,2005,Canongate U.S.
4221,The Guide to Dan Brown's the Solomon Key,Greg  Taylor,2.98,9780875168166,en-US,183,2005,DeVorss & Company
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,9780060838584,eng,399,2005,Harper Perennial
14941,To the Lighthouse,Virginia Woolf/Mark Hussey,3.78,9780156030472,eng,242,2005,Mariner Books
5659,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,9780143039099,eng,197,2005,Penguin Books
38647,A Little Princess,Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober,4.16,9781402712753,eng,160,2005,Sterling
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,9780310258971,eng,5,2005,Zondervan
32277,Eden: It's an Endless World  Volume 1 (Eden: It's an Endless World  #1),Hiroki Endo,3.97,9781593074067,eng,216,2005,Dark Horse Manga
32258,Body Double (Rizzoli & Isles  #4),Tess Gerritsen,4.17,9780345458940,en-US,432,2005,Ballantine Books
4165,The Hip-Hop Church: Connecting with the Movement Shaping Our Culture,Efrem Smith/Phil   Jackson,3.91,9780830833290,eng,227,2005,IVP Books
1059,Shibumi,Trevanian/Gisela Stege,4.21,9781400098033,eng,480,2005,Broadway Books
32257,The Sinner (Rizzoli & Isles  #3),Tess Gerritsen,4.13,9780553815023,eng,419,2005,Bantem Press
14960,Eden Close,Anita Shreve,3.66,9780156031332,en-US,265,2005,Mariner Books
22366,Superfolks,Robert  Mayer/Grant Morrison,3.48,9780312339920,eng,240,2005,St. Martin's Griffin
33724,Can You Keep a Secret?,Sophie Kinsella,3.84,9780440241904,eng,374,2005,Dell Publishing Company
2056,An Evening of Long Goodbyes,Paul Murray,3.6,9780812970401,eng,448,2005,Random House Trade Paperbacks
14867,The Pact,Jodi Picoult,4.01,9780340838037,en-GB,480,2005,Hodder & Stoughton
14865,Vanishing Acts,Jodi Picoult,3.69,9780743454551,eng,426,2005,Washington Square Press
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,9781401204259,eng,216,2005,DC Comics
22380,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,9789872249755,spa,96,2005,Sticker Design (DC Comics)
4140,Children Playing Before a Statue of Hercules,David Sedaris/Richard Yates/Dorothy Parker/Joyce Carol Oates/Lorrie Moore/Flannery O'Connor/Amy Hempel/Akhil   Sharma/Tim Johnston/Tobias Wolff/Sarah Vowell/Charles Baxter/Jhumpa Lahiri/Katherine Mansfield/Alice Munro/Jean Thompson/Frank Gannon/Patricia Highsmith/Jincy Willett,3.68,9780743276122,eng,344,2005,Simon & Schuster
19428,The Abominable Snowman Doesn't Roast Marshmallows (The Adventures of the Bailey School Kids  #50),Debbie Dadey/Marcia Thornton Jones,3.82,9780439650373,eng,96,2005,Scholastic Paperbacks
14959,Strange Fits of Passion,Anita Shreve,3.76,9780156031394,eng,352,2005,Mariner Books
14962,Where or When,Anita Shreve,3.3,9780156031271,eng,241,2005,Mariner Books
15073,Portraits of Murder: 47 Short Stories Chosen by the Master of Suspense,Alfred Hitchcock/Don Tothe,3.89,9780883657270,en-US,512,2005,Galahad Books
15019,Conversations With God: An Uncommon Dialogue  Book 2,Neale Donald Walsch,4.13,9781571740564,eng,263,2005,Hampton Roads Publishing Company
32350,Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,9781932442526,eng,253,2005,Green Ronin Publishing
5554,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,9780785990239,fre,182,2005,French & European Publications
19476,Be More Chill,Ned Vizzini,3.68,9780786809967,eng,287,2005,Disney-Hyperion
38524,Spunk & Bite: A Writer's Guide to Punchier  More Engaging Language & Style,Arthur Plotnik,3.9,9780375721151,eng,263,2005,Random House Reference Publishing
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,9780805431575,eng,368,2005,B Books
15046,Weight: The Myth of Atlas and Heracles,Jeanette Winterson,3.77,9781841957180,eng,151,2005,Canongate U.S.
4227,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,9780743275064,en-US,528,2005,Atria Books
15030,Bono: In Conversation with Michka Assayas,Michka Assayas,3.95,9781573223096,en-US,336,2005,Riverhead Hardcover
22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,9780739302866,eng,14,2005,Random House Audio
15022,The Art of Civilized Conversation: A Guide to Expressing Yourself with Style and Grace,Margaret Shepherd/Penny Carter/Sharon Hogan,3.58,9780767921695,en-US,228,2005,Three Rivers Press (CA)
15018,Conversations With God: An Uncommon Dialogue  Book 3,Neale Donald Walsch,4.21,9781571741035,eng,392,2005,Hampton Roads Publishing Company
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,9781553651529,eng,176,2005,Douglas & McIntyre
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,9780471743675,en-US,245,2005,John Wiley & Sons
33690,Balkan Ghosts: A Journey Through History,Robert D. Kaplan,3.94,9780312424930,eng,352,2005,Picador
22302,Error humano,Chuck Palahniuk/Javier Calvo,3.57,9788439711865,spa,253,2005,Mondadori
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,9781579546014,en-US,288,2005,Rodale Books
19452,Ready or Not (All-American Girl  #2),Meg Cabot,3.4,9780060724504,eng,238,2005,HarperCollins Publishers
38570,Bite Club (Bite Club  #1),Howard Chaykin/David Tischman/David Hahn,3.07,9781845760656,en-US,144,2005,Vertigo (DC Comics)
35710,Margot Fonteyn,Meredith Daneman,4.03,9780140165302,eng,704,2005,Penguin
19439,My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,9780763628284,eng,208,2005,Candlewick Press
