bookID,title,authors,average_rating,isbn13,language_code,num_pages,publication_date,publisher
5296,An Ideal Husband,Oscar Wilde,4.04,9780486414232,eng,78,2001,Dover Publications
24064,No More Dead Dogs,Gordon Korman,3.71,9780439294843,eng,180,2001,Scholastic Inc
40132,Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,4.17,9780300090956,eng,336,2001,Yale University Press
23946,Burroughs Live: The Collected Interviews  1960-1997,William S. Burroughs/Sylvère Lotringer,4.36,9781584350101,eng,675,2001,Semiotext(e)
13144,Roses Are Red (Alex Cross  #6),James Patterson,4.04,9780747266990,eng,421,2001,Headline
40209,Maggie: A Girl of the Streets and Other Tales of New York,Stephen Crane/Larzer Ziff/Theo Davis,3.66,9780140437973,eng,272,2001,Penguin Classics
5004,Downfall (Dragonlance: Dhamon Saga  #1),Jean Rabe,3.68,9780786918140,eng,397,2001,Wizards of the Coast
17610,The Karma Of Brown Folk,Vijay Prashad,4.1,9780816634392,eng,272,2001,Univ Of Minnesota Press
4803,The Log from the Sea of Cortez,John Steinbeck/Richard Astro,3.84,9780141186078,eng,288,2001,Penguin Books Ltd
17878,The Village of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,3.87,9780140446586,eng,224,2001,Penguin Book Limited
35451,The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau,4.42,9780811828697,eng,173,2001,Chronicle Books
24001,Soldados de Salamina,Javier Cercas,3.81,9788483101612,spa,209,2001,Tusquets
13211,And Still I Rise,Maya Angelou/Linda Sunshine/Diego Rivera,4.42,9780375505966,eng,54,2001,Random House
19319,Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,3.98,9780689846731,eng,55,2001,Aladdin Paperbacks
3831,Time To Be In Earnest: A Fragment Of Autobiography,P.D. James,3.93,9780345442123,eng,306,2001,Ballantine Books
23740,Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,4.56,9782723433914,fre,144,2001,Glénat
35711,A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,4.11,9780375709227,eng,288,2001,Vintage
23734,Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,4.59,9782723433921,fre,144,2001,Glénat
35722,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,4.13,9780684854465,en-US,224,2001,Scribner
12919,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,Virgil/G.P. Goold,4.4,9780674995864,mul,590,2001,Harvard University Press
13254,Name Dropping,Jane Heller,3.52,9780312978334,eng,323,2001,St. Martin's Press
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,9780743422000,eng,80,2001,Washington Square Press
13061,Stormy Weather,Carl Hiaasen,3.95,9780446677165,en-US,388,2001,Grand Central Publishing
23944,Cities of the Red Night,William S. Burroughs,3.77,9780312278465,en-GB,332,2001,Picador
23932,Last Words: The Final Journals,William S. Burroughs/James Grauerholz,3.98,9780802137784,eng,273,2001,Grove Press
19373,Mark Twain's Adventures of Huckleberry Finn,Mark Twain/Richard P. Wasowski,3.82,9780764587276,eng,264,2001,Hungry Minds
35652,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,4.56,9780711983083,eng,376,2001,Omnibus Press
17697,Collected Shorter Fiction: Volume I,Leo Tolstoy/Aylmer Maude/Nigel J. Cooper,4.41,9780375411724,eng,848,2001,Everyman's Library
17702,The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss/Vince Neil/Nikki Sixx/Tommy Lee/Mick Mars,4.16,9780060392888,eng,430,2001,Dey Street Books
13028,Alice In Wonderland,Lewis Carroll/John Tenniel,4.02,9780439291491,eng,160,2001,Scholastic Paperbacks
31378,A Woman's High Calling Growth and Study Guide,Elizabeth George,4.15,9780736904940,eng,160,2001,Harvest House Publishers
17780,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,9780141001821,eng,302,2001,Penguin Books
17690,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,3.98,9780099428640,eng,255,2001,Vintage
31371,Becoming a Woman of Beauty and Strength: Esther,Elizabeth George,4.27,9780736904896,eng,160,2001,Harvest House Publishers
31434,The Poetry of Sylvia Plath,Claire Brennan,4.25,9780231124270,eng,202,2001,Columbia University Press
17679,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,3.73,9780805832891,eng,242,2001,Psychology Press
13122,Marilyn Monroe: The Biography,Donald Spoto,4.03,9780815411833,eng,752,2001,Cooper Square Publishers
12522,Book of Dreams,Jack Kerouac/Robert Creeley,3.44,9780872863804,eng,250,2001,City Lights Publishers
6295,Howl and Other Poems,Allen Ginsberg/William Carlos Williams,4.13,9780872863101,eng,56,2001,City Lights
31363,How to Write Science Fiction & Fantasy,Orson Scott Card,3.9,9781582971032,eng,140,2001,Writer's Digest Books
33734,Getting Rid of Bradley,Jennifer Crusie,3.71,9781551668659,eng,248,2001,MIRA
6294,Howl's Moving Castle (Howl's Moving Castle  #1),Diana Wynne Jones,4.29,9780064410342,eng,329,2001,Harper Trophy
33751,Die Naschkatzen,Jennifer Crusie,3.94,9783442448968,ger,480,2001,Goldmann Verlag
17619,The Negro,W.E.B. Du Bois/Robert Gregg,4.32,9780812217759,eng,284,2001,University of Pennsylvania Press
23926,Complete Poems (Library of Classic Poets),Edgar Allan Poe,4.17,9780517082454,en-US,128,2001,Gramercy
23928,Edgar Allan Poe A to Z,Dawn B. Sova,4.33,9780816041619,eng,320,2001,Checkmark Books
31350,Lovelock (Mayflower Trilogy  #1),Orson Scott Card/Kathryn H. Kidd,3.47,9780312877514,en-US,288,2001,St. Martins Press-3PL
40020,A Patchwork Planet,Anne Tyler,3.79,9780804119184,eng,320,2001,Ballantine Books
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,4.08,9780865476066,eng,320,2001,North Point Press
40007,Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,John Prevas,3.83,9780306810701,en-US,256,2001,Da Capo Press
12746,Kingsblood Royal,Sinclair Lewis/Charles R. Johnson,3.97,9780375756863,en-US,352,2001,Modern Library
2209,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,9780393311334,eng,288,2001,W. W. Norton  Company
39910,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,4.28,9781580082686,eng,320,2001,Ten Speed Press
33833,Before Night Falls,Reinaldo Arenas/Dolores M. Koch,4.17,9781852428082,eng,317,2001,Serpents Tail
40487,The Illustrated Story Of O,Doris Kloster/Pauline Réage,3.96,9780312266059,eng,160,2001,St. Martin's Press
23608,Tolkien: Man and Myth: A Literary Life,Joseph Pearce,4.05,9780898708257,eng,256,2001,Ignatius Press
39905,A Year in Chocolate: Four Seasons of Unforgettable Desserts,Alice Medrich,3.74,9780446526647,eng,152,2001,Warner Books (NY)
24271,Skellig (Skellig  #1),David Almond,3.8,9780440229087,eng,208,2001,Laurel Leaf
40496,How Green Was My Valley,Richard Llewellyn,4.18,9780141185859,eng,448,2001,Penguin Classics
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,9780192832603,eng,282,2001,Oxford University Press
3840,Don Quixote,Miguel de Cervantes Saavedra/Tobias Smollett/Carlos Fuentes,3.87,9780375756993,eng,1168,2001,Modern Library
40530,Time and Again: Time Was / Times Change,Nora Roberts,3.77,9780373484416,eng,505,2001,Silhouette
12571,An Unfortunate Woman,Richard Brautigan/Taylan Taftaf,3.78,9780312277109,eng,132,2001,St. Martin's Griffin
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,9782228894166,fre,418,2001,Payot
24307,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer/Monica Gesue,3.96,9780439178822,eng,128,2001,Scholastic Paperbacks
19259,Electric Light,Seamus Heaney,3.94,9780571207985,en-GB,81,2001,Faber and Faber
6224,The Unknown Sigrid Undset: Jenny and Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,4.19,9781586420215,eng,406,2001,Steerforth Press
2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,4.39,9780743422079,eng,112,2001,MTV Books
24308,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer/Monica Gesue,3.96,9780439178785,eng,144,2001,Scholastic Paperbacks
40694,Ray Bradbury's Fahrenheit 451,Harold Bloom,4.18,9780791059296,eng,147,2001,Chelsea House Publications
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0.0,9781740592055,eng,295,2001,Lonely Planet
12676,Carrie (Biblioteca de Stephen King. 102  8),Stephen King/Gregorio Vlastelica,3.96,9780609810903,spa,288,2001,Plaza y Janes
31219,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4.0,9780446676489,eng,256,2001,Grand Central Publishing
39970,The Dreadful Future of Blossom Culp (Blossom Culp  #3),Richard Peck,3.78,9780141310947,eng,192,2001,Puffin
13323,Mark Rothko  1903 1970,Diane Waldman,4.04,9780500282755,eng,296,2001,Thames & Hudson Ltd
24089,The Ivy Tree,Carolyn Brown,4.24,9780803494664,eng,192,2001,Montlake Romance
12852,The Best Short Stories,Fyodor Dostoyevsky/David Magarshack,4.26,9780375756887,eng,320,2001,Modern Library
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castañeda,4.03,9780743412803,eng,304,2001,Washington Square Press
2203,John Adams,David McCullough,4.06,9780743223133,eng,751,2001,Simon & Schuster Paperbacks
3832,Cover Her Face (Adam Dalgliesh #1),P.D. James,3.93,9780743219570,eng,250,2001,Scribner
12829,The Twenty-Seventh City,Jonathan Franzen,3.12,9780312420147,eng,528,2001,Picador USA
23700,The Mermaids Singing,Lisa Carey,3.77,9780380815593,en-US,288,2001,William Morrow Paperbacks
40372,Pirates of Venus (Venus  #1),Edgar Rice Burroughs/Thomas Floyd/F. Paul Wilson/Phillip R. Burger,3.7,9780803261839,eng,179,2001,Bison Books
40379,The Warlord of Mars (Barsoom  #3),Edgar Rice Burroughs/John Bolen,3.86,9781400130221,eng,6,2001,Tantor Media
3834,Innocent Blood,P.D. James,3.68,9780743219631,eng,400,2001,Scribner
3833,The Black Tower (Adam Dalgliesh #5),P.D. James,4.0,9780743219617,eng,352,2001,Scribner
12793,The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,3.9,9780226424156,eng,308,2001,University of Chicago Press
35787,Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,3.88,9781573928915,eng,724,2001,Prometheus Books
24178,Charlotte's Web,E.B. White/Garth Williams/Rosemary Wells,4.17,9780064410939,eng,184,2001,HarperCollinsPublishers
28877,Red Dragon (Hannibal Lecter  #1),Thomas  Harris,4.04,9780525945567,eng,348,2000,Dutton
44954,Code: And Other Laws of Cyberspace,Lawrence Lessig,3.94,9780465039135,eng,320,2000,Basic Books
34833,A Matter Of Trust,Deb Stover,3.31,9780821764602,eng,256,2000,Kensington
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,9780877880202,eng,48,2000,Shaw
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,9780521774338,en-GB,238,2000,Cambridge University Press
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,9780413752802,eng,192,2000,Bloomsbury Methuen Drama
34420,Wither (Wendy Ward  #1),J.G. Passarella,3.71,9780671024819,eng,438,2000,Pocket Books
34506,The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,3.97,9780061020704,eng,277,2000,HarperTorch
35724,The Life You Were Born to Live,Dan Millman,4.11,9781567313987,eng,464,2000,MJF Books
45119,The Breaker,Minette Walters,3.62,9780515128826,eng,384,2000,Jove
50,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,9780689840920,eng,208,2000,Atheneum Books for Young Readers: Richard Jackson Books
33824,The Talbot Odyssey,Nelson DeMille,3.85,9780751531206,eng,640,2000,Sphere
35052,Trial by Fire (Newpointe 911 #4),Terri Blackstock,4.36,9780310217602,eng,347,2000,Zondervan
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,9780764585685,eng,240,2000,Cliffs Notes
35183,Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,3.82,9780345418616,eng,304,2000,Del Rey Books
36571,Shadows At Sunset,Anne Stuart,3.63,9781551665719,eng,384,2000,MIRA
28540,More Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home  #2),Margaret Weis/Tracy Hickman,4.01,9780786915163,en-US,256,2000,Wizards of the Coast
33832,Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,4.1,9780375701474,eng,432,2000,Vintage
35219,The Red Badge of Courage & The Veteran,Stephen Crane/Shelby Foote,3.38,9780679783206,eng,336,2000,Modern Library
45516,The Die Broke Financial Problem Solver,Stephen M. Pollan/Mark LeVine,2.33,9780066619910,en-US,272,2000,William Morrow Paperbacks
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,9780764586033,en-US,129,2000,Cliffs Notes
34080,The Waste Land,T.S. Eliot/Michael North,4.11,9780393974997,eng,320,2000,W.W. Norton & Company
28563,Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53,9780553582956,eng,336,2000,Bantam
28564,Bloody River Blues (John Pellam  #2),William Jefferies/Jeffery Deaver,3.49,9780671047504,eng,368,2000,Pocket Books
33837,When Night Falls,Linda  Anderson,3.44,9780743411479,eng,436,2000,Pocket Books
28570,The Devil's Teardrop,Jeffery Deaver,4.0,9780671038441,en-US,451,2000,Simon & Schuster
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,9780060930134,en-US,256,2000,HarperOne
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,9780140444254,eng,430,2000,Penguin Books
28764,The Chain of Chance,Stanisław Lem/Louis Iribarne,3.7,9780810117303,en-US,179,2000,Northwestern University Press
35329,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,4.27,9780393703276,eng,208,2000,W. W. Norton  Company
35422,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin/Frankie Frankeny,3.86,9780811828031,eng,60,2000,Chronicle Books
36314,Tales of H.P. Lovecraft,H.P. Lovecraft/Joyce Carol Oates,4.19,9780060957902,eng,352,2000,Ecco
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,9780786902064,eng,313,2000,TSR
35002,The One Minute Minute Sales Person,Spencer Johnson,3.78,9780007104840,eng,109,2000,HarperCollins Publishers
45052,The Mini Zen Gardening Kit,Daniel Abdal-Hayy Moore,3.16,9780762408283,eng,40,2000,RP Minis
28530,New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,9780886778873,eng,336,2000,DAW
45267,Doisneau,Peter Hamilton/Robert Doisneau/David    Elliott,4.36,9781900826242,eng,128,2000,Cartago
34856,Lonesome Dove,Larry McMurtry,4.49,9780684871226,eng,864,2000,Simon & Schuster
34922,Der Sohn von Shannara,Terry Brooks/Tony Westermayr,4.16,9783442249756,ger,224,2000,Goldmann
34939,The Best of Lester Del Rey,Lester del Rey/Terry Brooks,3.79,9780345439499,eng,320,2000,Del Rey
34307,Aches & Pains,Maeve Binchy/Wendy Shea,3.53,9780385335102,en-US,99,2000,Delacorte Press
35997,Clear Light of Day,Anita Desai,3.68,9780618074518,eng,183,2000,Mariner Books
36005,Baumgartner's Bombay,Anita Desai,3.47,9780618056804,eng,240,2000,Mariner Books
1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,9780679783190,eng,905,2000,Random House
34941,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,3.57,9780099409960,eng,336,2000,Arrow
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,9780520227576,en-US,576,2000,University of California Press
33195,Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,3.74,9780764585746,eng,231,2000,Hungry Minds
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,9780767903820,eng,304,2000,Broadway Books
36067,Your Cheatin' Heart,Nancy Bartholomew,3.69,9780061014093,eng,336,2000,HarperTorch
33771,Over 100 Truly Astonishing Sex Tips,Anna Maxted,3.44,9781858689104,eng,128,2000,Carlton Publishing Group
33773,How to Seduce Your Dream Man,Anna Maxted,3.89,9780722539019,eng,224,2000,HarperCollins Publishers Ltd
45485,The Subtle Knife (His Dark Materials  #2),Philip Pullman,4.13,9780807210475,eng,8,2000,Listening Library
28539,The Magic of Krynn (DragonLance: Tales I  #1),Margaret Weis/Tracy Hickman/Barbara Siegel/Scott Siegel/Roger E. Moore/Warren B. Smith/Nick O'Donohoe/Richard A. Knaak/Nancy Varian Berberick/Mary L. Kirchoff/Michael   Williams,3.74,9780880384544,en-US,350,2000,Wizards of the Coast
33279,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,4.1,9780465007806,eng,208,2000,Basic Books
36641,The Cuckoo Tree (The Wolves Chronicles  #6),Joan Aiken,4.04,9780618070237,eng,304,2000,HMH Books for Young Readers
36639,A Small Pinch of Weather,Joan Aiken,4.26,9780006754893,eng,239,2000,HarperCollins Publishers
45568,El Superzorro,Roald Dahl/Horacio Elena,4.05,9789681907198,spa,96,2000,Alfaguara Infantil
38992,Second Home: Finding Your Place in the Fun (Better Homes and Gardens),Denny Caringer/Better Homes and Gardens,3.83,9780696211522,eng,216,2000,Better Homes and Gardens Books
44882,Code,Charles Petzold,4.39,9780735611313,eng,400,2000,Microsoft Press
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,9780195137897,eng,272,2000,Oxford University Press  USA
40297,The Well At The World's End: Volume I,William Morris/Lin Carter,3.81,9781587150883,en-US,332,2000,Borgo Press
40299,The Well at the World's End: Volume II,William Morris,3.9,9781587150890,eng,252,2000,Borgo Press
40364,The Martians (Mars Trilogy  #3.5),Kim Stanley Robinson,3.56,9780553574012,eng,434,2000,Spectra Books
2218,Sex For Dummies,Ruth Westheimer,3.65,9780764553028,eng,432,2000,For Dummies
43063,Menace Invisible (Admiral Arnold Morgan  #3),Patrick Robinson,4.01,9782226114976,fre,384,2000,Albin Michel
43059,H.M.S. Unseen (Admiral Arnold Morgan  #3),Patrick Robinson/Sandler/David McCallum,4.01,9780061098017,eng,544,2000,HarperTorch
43017,Yellow Back Radio Broke-Down,Ishmael Reed,3.83,9781564782380,eng,177,2000,Dalkey Archive Press
2552,On the Road,Jack Kerouac/Ann Charters,3.63,9780141182674,eng,281,2000,Penguin Books
42915,CliffsNotes on Remarque's All Quiet on the Western Front,Susan Van Kirk/CliffsNotes/Erich Maria Remarque,4.24,9780764586712,eng,112,2000,Cliffs Notes
40833,Turtle Diary,Russell Hoban,4.0,9780747548317,eng,182,2000,Bloomsbury Publishing PLC
40880,Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,4.15,9780712311021,eng,232,2000,British Library
42883,Bill Bryson: The Complete Notes,Bill Bryson,4.09,9780385601313,eng,544,2000,Doubleday
31082,Who Are You?: 101 Ways of Seeing Yourself,Malcolm Godwin,3.48,9780140196092,eng,224,2000,Penguin Books
31072,Under the Volcano,Malcolm Lowry,3.79,9780060955229,eng,397,2000,Harper Perennial
30104,The Spell,Alan Hollinghurst,3.54,9780140286373,eng,272,2000,Penguin Books
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,9780764585975,eng,112,2000,Cliffs Notes
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,9780932813862,eng,100,2000,Adventures Unlimited Press
40219,Dirty Jokes and Beer: Stories of the Unrefined,Drew Carey,3.53,9780786885596,eng,256,2000,Hachette Books
31300,A Caribbean Mystery (Miss Marple  #10),Agatha Christie,3.8,9780451199928,eng,224,2000,Signet
30937,The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,9780316926607,eng,640,2000,Back Bay Books
43221,Contingency  Hegemony  Universality: Contemporary Dialogues on the Left,Judith Butler/Ernesto Laclau/Slavoj Žižek,3.92,9781859842782,eng,329,2000,Verso
29923,The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,9780345434814,eng,640,2000,Ballantine Books
40054,The Tiny One,Eliza Minot,3.68,9780375706332,eng,258,2000,Vintage
31476,A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,9780380813735,eng,294,2000,Harper Paperbacks
43338,The Night Awakens: A Mystery Writers of America Anthology,Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman,3.51,9780671519186,en-US,303,2000,Simon and Schuster
29941,Fiskadoro,Denis Johnson,3.54,9780060976095,en-US,221,2000,Harper Perennial
40145,Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,4.4,9780064462358,eng,406,2000,HarperCollins
40153,The Whalestoe Letters,Mark Z. Danielewski,4.04,9780375714412,eng,83,2000,Pantheon
2167,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell/Gary Carey,2.83,9780764586606,en-US,80,2000,Cliffs Notes
40184,Encore Provence: New Adventures in the South of France,Peter Mayle,4.0,9780679762690,eng,240,2000,Vintage
31373,In Pursuit of the Proper Sinner (Inspector Lynley  #10),Elizabeth  George,4.1,9780553575101,eng,718,2000,Bantam Books
31356,William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,9780231121897,en-US,192,2000,Columbia University Press
31353,Stone Tables,Orson Scott Card,3.87,9781573456630,eng,448,2000,Shadow Mountain
2179,A Sentimental Education,Gustave Flaubert/Douglas Parmée,3.83,9780192836229,eng,464,2000,Oxford University Press
31332,The Vampire Armand (The Vampire Chronicles  #6),Anne Rice,3.76,9780345434807,eng,457,2000,Ballantine Books
31304,Nemesis (Miss Marple  #12),Agatha Christie,3.85,9780451200181,eng,224,2000,Signet
31303,At Bertram's Hotel,Agatha Christie,3.7,9780451199935,eng,224,2000,Signet
41055,Street of the Five Moons (Vicky Bliss  #2),Elizabeth Peters,3.95,9780380731213,eng,376,2000,Avon
30143,L'albero,Shel Silverstein/Daniela Gamba,4.37,9788877827197,ita,62,2000,Salani
32986,The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08,9781851682348,eng,416,2000,One World (UK)
30542,The Art of the Ridiculous Sublime: On David Lynch's Lost Highway,Slavoj Žižek/Marek Wieczorek,3.72,9780295979250,eng,56,2000,University of Washington Press
42366,The Witch Family,Eleanor Estes/Edward Ardizzone,4.07,9780152026103,eng,240,2000,HMH Books for Young Readers
42359,Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,3.86,9780152025656,eng,192,2000,HMH Books for Young Readers
42355,God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,4.45,9780883689448,eng,416,2000,Whitaker House
30458,Yesterday  I Cried,Iyanla Vanzant,4.23,9780684867489,en-US,304,2000,Atria Books
42211,Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca/Miguel de Cervantes Saavedra/Lope de Vega/Tirso de Molina/Roy Campbell/Eric Bentley,3.81,73999140774,eng,298,2000,Applause Theatre & Cinema Book Publishers
41821,The Gods Themselves,Isaac Asimov,4.09,9781857989342,eng,288,2000,Millenium
41863,The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,4.13,9780192862099,eng,192,2000,Oxford University Press  USA
30384,Tomorrow's Promise,Sandra Brown,3.71,9781551666013,eng,304,2000,MIRA
41907,Harry Potter und die Kammer des Schreckens (Harry Potter  #2),J.K. Rowling,4.42,9783551552099,ger,351,2000,Carlsen
30364,Send No Flowers (Bed & Breakfast #2),Sandra Brown,3.56,9780553576016,eng,225,2000,Bantam
41993,Kiss,Jill Mansell,3.68,9780747268468,eng,512,2000,Headline Review
42148,Kissing the Beehive (Crane's View  #1),Jonathan Carroll,3.7,9780575402911,eng,256,2000,Orion
30293,Plato  Not Prozac!: Applying Eternal Wisdom to Everyday Problems,Lou Marinoff,3.41,9780060931360,eng,320,2000,Harper Perennial
30331,In the Forests of the Night,Amelia Atwater-Rhodes,3.87,9780440228165,eng,147,2000,Laurel Leaf Library
42057,The Shakespeare Stealer (Shakespeare Stealer  #1),Gary L. Blackwood,3.68,9780141305950,eng,224,2000,Puffin Books
42029,Girls' Night In,Jessica Adams/Chris Manby/Fiona Walker,3.26,9780006514855,en-GB,586,2000,HarperCollins
42415,The Little Fire Engine,Lois Lenski,3.56,9780375810701,eng,56,2000,Random House Books for Young Readers
30562,Complete Essays 1  1920-25,Aldous Huxley/Robert S. Baker/James Sexton,4.33,9781566633222,en-GB,480,2000,Ivan R. Dee  Publisher
41111,Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,4.29,9780892818785,eng,160,2000,Healing Arts Press
42444,I Like Winter (Seasons  #3),Lois Lenski/Heidi Kilgras,3.94,9780375810688,eng,56,2000,Random House Books for Young Readers
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,9780156013031,eng,64,2000,Mariner Books
41231,The Culture of Fear: Why Americans Are Afraid of the Wrong Things,Barry Glassner,3.7,9780465014903,en-US,210,2000,Basic Books
41261,The White Widow,Jim Lehrer,3.04,9781891620416,en-US,224,2000,PublicAffairs
41315,Syrup,Max Barry,3.88,9780140291872,en-US,304,2000,New York : Penguin Books
42718,A Star Called Henry,Roddy Doyle,3.84,9780099284482,eng,342,2000,Vintage
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,9780813527406,eng,344,2000,Rutgers University Press
42693,A God in Ruins,Leon Uris,3.26,9780061097935,eng,517,2000,Avon
30743,To America with Love: Letters from the Underground,Abbie Hoffman/Anita Hoffman,3.96,9781888996289,eng,224,2000,Red Hen Pr
42641,Resurrection,Leo Tolstoy/Louise Maude/Aylmer Maude,4.13,9780735102866,eng,562,2000,Replica Books
42631,Having a Mary Heart in a Martha World: Finding Intimacy with God in the Busyness of Life,Joanna Weaver,4.18,9781578562589,eng,256,2000,Waterbrook Press
42615,War of the Rats,David L. Robbins,4.11,9780553581355,eng,512,2000,Bantam
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,4.15,9780618056996,eng,502,2000,Mariner Books
41555,The Summer House,Jean Stone,3.89,9780553580839,eng,352,2000,Bantam
